LED1;LED2;LED3;LED4;LED5;LED6;LED7;LED8;LED9;LED10;LED11;LED12;LED13;region;cone_type
0,16588;0,130425;-0,0825364;-0,13505;-0,721235;-0,598932;-0,470281;0,80008;1;0,995965;0,845248;0,896392;0,905031;Nasal;B
0,0991889;0,0968686;0,128199;0,0892761;-0,0231208;-0,428681;-0,572445;0,0813101;0,80057;1;0,961992;0,933591;0,678804;Nasal;B
-0,0489263;-0,234505;-0,250176;-0,329119;-0,448043;-1;-0,773346;0,131841;0,36236;0,386763;0,338086;0,313401;0,247434;Nasal;B
0,104921;-0,0583706;0,0955005;0,138758;-0,0648536;-0,824983;-0,762552;0,664636;0,907868;1;0,937997;0,901101;0,857184;Nasal;B
0,115841;0,247843;0,207068;0,194112;-0,0199497;-0,28155;-0,702069;0,155756;0,700746;1;0,922625;0,913204;0,787535;Nasal;B
-0,0810758;-0,133053;-0,189903;-0,376818;-0,880622;-1;-0,903735;-0,10419;0,548103;0,790872;0,787397;0,61611;0,785533;Nasal;B
0,128621;-0,148113;-0,363626;-0,718186;-1;-0,744343;-0,0990687;0,631581;0,590191;0,563147;0,500102;0,488543;0,530105;Nasal;B
-0,320549;-0,252456;-0,459001;-0,533507;-0,989526;-1;-0,532938;0,588815;0,72246;0,669012;0,667494;0,588259;0,469159;Nasal;B
0,149357;0,198501;0,297111;0,398374;0,0100187;-0,665679;-0,574874;0,757458;0,936243;0,990177;0,979428;1;0,924558;Nasal;B
-0,147159;-0,182065;-0,00701927;-0,508334;-0,670012;-0,96657;-0,568906;0,990723;1;0,978378;0,984753;0,904108;0,9079;Nasal;B
0,179258;0,290632;0,205961;0,239856;-0,250613;-0,877616;-0,659288;0,974106;1;0,974932;0,930223;0,9701;0,965432;Nasal;B
0,0690259;0,148502;0,179341;0,178093;0,208429;-0,451291;-0,541971;0,320556;0,87355;1;0,862921;0,833008;0,75918;Nasal;B
-0,0685932;-0,112286;0,0343708;0,00704292;-0,61149;-1;-0,520853;0,57702;0,717766;0,655044;0,746538;0,715727;0,598724;Nasal;B
-0,132976;-0,13576;-0,366559;-0,0801319;-0,695707;-0,848222;0,217236;0,740836;0,824598;0,835313;0,871466;0,800298;1;Nasal;B
-0,221224;-0,250488;-0,189759;-0,497477;-0,926298;-1;-0,276;0,477354;0,476278;0,557767;0,554612;0,546895;0,59585;Nasal;B
0,0501873;-0,0248083;-0,211517;-0,0547262;-0,454063;-0,938581;-0,663669;0,745124;0,951184;0,950836;1;0,900913;0,836351;Nasal;B
-0,0187825;-0,06262;-0,0951742;-0,19225;-0,8343;-0,779225;-0,397535;0,947783;0,91128;0,990456;0,866346;0,886412;1;Nasal;B
0,125093;-0,101426;-0,0135956;0,0151698;-0,203331;-0,876263;-0,877377;0,294662;0,706013;1;0,831473;0,788713;0,701606;Nasal;B
-0,0833527;0,129205;0,18773;-0,0466999;-0,143261;-0,622686;-1;0,193764;0,582198;0,771561;0,869983;0,847775;0,6545;Nasal;B
0,00165216;-0,022295;0,0405806;-0,037851;-0,206993;-0,808468;-1;0,491324;0,832471;0,920423;0,864814;0,918241;0,775113;Nasal;B
0,0493184;-0,06459;-0,423004;-0,739497;-0,796071;-0,775463;0,353724;1;0,963037;0,962673;0,985533;0,914523;0,952684;Nasal;B
-0,0975132;-0,0120486;-0,0840351;0,117966;-0,173479;-0,971212;-0,976168;0,0279317;0,83133;1;0,74201;0,880706;0,275105;Nasal;B
0,0887446;-0,0120281;0,0889255;-0,239024;-0,30039;-0,679847;-0,715288;0,641367;0,778739;1;0,923054;0,910682;0,770489;Nasal;B
-0,0808316;0,131889;0,155377;0,101882;-0,323666;-0,796448;-0,879767;-0,431419;0,54482;1;0,939889;0,913441;0,642806;Nasal;B
-0,0775622;0,0351801;-0,0389929;0,0698746;-0,19825;-0,538687;-0,399463;0,707853;0,93859;0,98962;1;0,986623;0,831214;Nasal;B
-0,00679938;0,117894;-0,10885;0,0762698;-0,234913;-1;-0,720296;0,256568;0,525412;0,630777;0,617768;0,533196;0,5971;Nasal;B
