LED1;LED2;LED3;LED4;LED5;LED6;LED7;LED8;LED9;LED10;LED11;LED12;LED13;region;cone_type
0,255912;0,482215;0,786244;0,8746;1;0,950544;0,743834;0,459695;0,0926358;-0,118274;-0,00558598;0,143391;0,254704;Nasal;R
0,244725;0,205135;0,487463;0,801372;1;0,760418;0,584488;0,251442;0,260192;-0,27777;-0,500154;0,0792023;0,115662;Nasal;R
0,183043;0,492655;0,409215;0,989763;1;0,842846;0,449783;0,0382784;0,0721873;-0,70699;-0,63709;0,0274243;-0,368686;Nasal;R
0,265083;0,280416;0,723598;0,818376;1;0,805007;0,905499;0,674243;0,458214;0,304076;0,072488;0,28258;0,394707;Nasal;R
-0,00196454;0,488323;0,529711;0,525662;0,838777;1;0,855348;0,55441;0,484109;-0,04897;0,062117;0,210506;0,567523;Nasal;R
-0,184686;0,234747;0,597164;0,648894;1;0,88148;0,629507;0,39568;-0,160517;0,00335431;-0,424397;-0,0021642;0,234701;Nasal;R
0,328051;0,252013;0,646704;0,879423;1;0,866826;0,79201;0,401437;0,403194;0,0605657;-0,333321;0,144327;0,406094;Nasal;R
0,00113542;0,42657;0,616714;0,826126;0,449338;0,675984;0,472531;1;0,192616;0,247991;0,334603;0,242531;0,327367;Nasal;R
-0,541093;0,350585;0,392275;0,688134;1;0,795523;0,570465;-0,393292;0,243978;-0,408925;-0,381861;0,0987836;0,173982;Nasal;R
-0,340146;0,0206087;0,312428;0,692076;0,951656;1;0,580139;0,132985;0,275739;0,234474;0,180179;-0,325234;-0,383205;Nasal;R
-0,121663;0,541203;0,705122;0,585146;0,585707;1;0,504966;0,416345;0,430988;-0,0566319;-0,186535;-0,154626;0,267421;Nasal;R
-0,212238;0,248681;0,683723;1;0,825477;0,886848;0,963769;0,370391;0,700586;-0,00866847;-0,293472;0,0723129;-0,0652214;Nasal;R
0,337183;0,620035;0,66899;0,872867;0,940208;1;0,729516;0,295953;0,535586;0,313436;0,294954;0,118835;0,382429;Nasal;R
-0,352616;-0,46554;0,51625;0,938387;1;0,895012;0,660155;-0,351128;-0,141685;-0,581389;-0,771882;-0,133731;0,426741;Nasal;R
